"x"
"FBXO36|130888"
"PPP1R14C|81706"
"PPFIA1|8500"
"SORBS3|10174"
"LOC729020|729020"
"PLXNA1|5361"
"FOXD2|2306"
"GABARAPL2|11345"
"AADAC|13"
"ACSS2|55902"
"PTOV1|53635"
"HOXD4|3233"
"CCDC57|284001"
"CCDC85A|114800"
"SNAI2|6591"
"PSTPIP2|9050"
"MARCH6|10299"
"PPM1L|151742"
"FEM1C|56929"
"ZNF37A|7587"
"SLC39A7|7922"
"TSHZ3|57616"
"HNRNPA1|3178"
"MYO15B|80022"
"WBSCR22|114049"
"C19orf60|55049"
"EDF1|8721"
"EPB41L1|2036"
"HDAC8|55869"
"TCF7L2|6934"
"ATP2B4|493"
"PPA2|27068"
"PCDHB11|56125"
"EIF1|10209"
"CLN5|1203"
"ZNF343|79175"
"RPS12|6206"
"LAMA1|284217"
"TPM1|7168"
"AP4B1|10717"
"WAS|7454"
"ALS2CL|259173"
"GADD45B|4616"
"SLC7A4|6545"
"RABIF|5877"
"VANGL1|81839"
"SQSTM1|8878"
"MRPS15|64960"
"RASA4P|401331"
"CHTF8|54921"
"FAM70B|348013"
"GPD2|2820"
"SKP2|6502"
"BEGAIN|57596"
"GNPTAB|79158"
"SEMA6C|10500"
"C20orf132|140699"
"SPTY2D1|144108"
"MST1R|4486"
"MMP25|64386"
"DNASE1L3|1776"
"C15orf37|283687"
"TAF1D|79101"
"IGF2BP1|10642"
"LSM2|57819"
"ZNF673|55634"
"PARD3|56288"
"OTUD1|220213"
"ZNF749|388567"
"CLOCK|9575"
"PYY2|23615"
"PHACTR4|65979"
"NUFIP2|57532"
"SART1|9092"
"AKAP9|10142"
"C1orf192|257177"
"HSPB6|126393"
"ZNF503|84858"
"MTHFD2L|441024"
"PPIE|10450"
"FKRP|79147"
"ATP6V1H|51606"
"PAPD7|11044"
"SGK223|157285"
"ZNF488|118738"
"LOC285830|285830"
"TNFRSF11A|8792"
"HAUS1|115106"
"KALRN|8997"
"INTU|27152"
"UBAP2|55833"
"TNNI3|7137"
"AKR7A2|8574"
"SUMO1P3|474338"
"SBF2|81846"
"PLLP|51090"
"USPL1|10208"
"LOC96610|96610"
"L2HGDH|79944"
"DNAJC22|79962"
"OST4|100128731"
"C6orf70|55780"
"CLCA4|22802"
"RSRC2|65117"
"HBA2|3040"
"RCBTB2|1102"
"FANCB|2187"
"STAT3|6774"
"C9orf95|54981"
"DDX24|57062"
"RAB30|27314"
"NPHP3|27031"
"GAP43|2596"
"PGS1|9489"
"SLCO3A1|28232"
"MBOAT2|129642"
"HCCS|3052"
"VKORC1L1|154807"
"NKRF|55922"
"CHMP5|51510"
"ITM2A|9452"
"ARVCF|421"
"KDM4C|23081"
"TXNRD3IT1|645840"
"DNAJC12|56521"
"DKK3|27122"
"PCDHGA2|56113"
"TMEM11|8834"
"LCK|3932"
"CD24|100133941"
"PLBD2|196463"
"LMO7|4008"
"GPAT2|150763"
"C12orf35|55196"
"PRUNE|58497"
"VSIG4|11326"
"ADCY9|115"
"RDM1|201299"
"LAD1|3898"
"CAMK2N2|94032"
"KRT9|3857"
"RPP14|11102"
"ARG2|384"
"C1orf66|51093"
"AFAP1|60312"
"RNF44|22838"
"UBTD2|92181"
"PGP|283871"
"HYI|81888"
"MOSC1|64757"
"FBXL7|23194"
"DNAJC30|84277"
"TMEM209|84928"
"NCALD|83988"
"SMAD2|4087"
"GLIPR2|152007"
"PRDX4|10549"
"LOC440354|440354"
"ORC1L|4998"
"ZBTB8A|653121"
"NPM1|4869"
"DISC1|27185"
"PI4KAP1|728233"
"C16orf58|64755"
"DPH3|285381"
"USP9Y|8287"
"MRPS30|10884"
"DCAF4|26094"
"SEPP1|6414"
"NDUFS4|4724"
"LOC388692|388692"
"FAM171A1|221061"
"BSCL2|26580"
"C9orf122|158228"
"C22orf23|84645"
"DCUN1D2|55208"
"E2F3|1871"
"ATXN3|4287"
"BHLHE41|79365"
"NR2F1|7025"
"AREG|374"
"AHNAK2|113146"
"SLC37A3|84255"
"AGR2|10551"
"ELOVL1|64834"
"PRKAR2A|5576"
"MDH1|4190"
"ATP6V0A1|535"
"TXNDC11|51061"
"TAF1B|9014"
"NUAK2|81788"
"CYFIP2|26999"
"TLX1|3195"
"AXIN2|8313"
"COMMD4|54939"
"ZIK1|284307"
"TXK|7294"
"PRELP|5549"
"SC5DL|6309"
"TBC1D4|9882"
"GAS2L3|283431"
"ZC3H15|55854"
"MADD|8567"
"CDH2|1000"
"TUBB3|10381"
"ZNF439|90594"
"C17orf37|84299"
"NEURL1B|54492"
"DZIP3|9666"
"EPHA3|2042"
"NR1H3|10062"
"EIF3E|3646"
"FRRS1|391059"
"ITK|3702"
"WAPAL|23063"
"RAB11B|9230"
"PGGT1B|5229"
"MOSC2|54996"
"RAD17|5884"
"RHBDD3|25807"
"SEMA3E|9723"
"SEC16B|89866"
"GPR115|221393"
"C18orf54|162681"
"EPHA1|2041"
"HS3ST2|9956"
"FASTKD5|60493"
"SIDT1|54847"
"TRAPPC9|83696"
"ATP6V0A4|50617"
"C1orf25|81627"
"ABHD11|83451"
"LOC441294|441294"
"CADM3|57863"
"AMOT|154796"
"CXCL11|6373"
"KLHL35|283212"
"IRF8|3394"
"NPL|80896"
"MGAM|8972"
"RPL19|6143"
"FKBP1B|2281"
"MYCN|4613"
"C16orf48|84080"
"CYP51A1|1595"
"SMCR8|140775"
"RHBDD2|57414"
"C13orf15|28984"
"BRMS1L|84312"
"CTSO|1519"
"PLTP|5360"
"PPP4R1L|55370"
"CD46|4179"
"YLPM1|56252"
"STX11|8676"
"TMEM55B|90809"
"SMC5|23137"
"PI4K2B|55300"
"PTPRN|5798"
"PRKRIP1|79706"
"MAP4K5|11183"
"FAM133B|257415"
"MSLN|10232"
"KLF2|10365"
"C11orf21|29125"
"POLR2J3|548644"
"KBTBD2|25948"
"ZBTB49|166793"
"NHSL2|340527"
"ZNRF3|84133"
"CCNJ|54619"
"TNIP3|79931"
"TNPO3|23534"
"DERL3|91319"
"TMEM19|55266"
"TNFSF15|9966"
"KLF7|8609"
"FAM107B|83641"
"NDUFB8|4714"
"PIGR|5284"
"MCART1|92014"
"CCL13|6357"
"TNIP1|10318"
"PCSK1|5122"
"KIAA0174|9798"
"ZNF404|342908"
"SLC22A4|6583"
"USP43|124739"
"CCDC9|26093"
"AIMP2|7965"
"NRP2|8828"
"GNPTG|84572"
"NEIL2|252969"
"MAP2K2|5605"
"GYG1|2992"
"SH3TC1|54436"
"SLC2A12|154091"
"CDKN1A|1026"
"MPPED2|744"
"C13orf1|57213"
"DUS3L|56931"
"NELF|26012"
"USP33|23032"
"PROX1|5629"
"ZNF720|124411"
"SAMD1|90378"
"MARVELD1|83742"
"NHSL1|57224"
"EXOC8|149371"
"NDN|4692"
"NDRG2|57447"
"CARD14|79092"
"TSFM|10102"
"CASQ1|844"
"TYRO3|7301"
"SPRR2A|6700"
"RAB3IL1|5866"
"KDM1B|221656"
"C11orf51|25906"
"PSMG2|56984"
"CROCCL1|84809"
"KCNG1|3755"
"SPDYA|245711"
"CEACAM4|1089"
"NHLRC3|387921"
"S1PR2|9294"
"DNAJC11|55735"
"GTF2H5|404672"
"TOR2A|27433"
"FAM149A|25854"
"NAE1|8883"
"CCDC159|126075"
"PRKCD|5580"
"TTC14|151613"
"GALNTL4|374378"
"MFSD6|54842"
"KITLG|4254"
"FAM64A|54478"
"UBE2G1|7326"
"ZNF90|7643"
"COL5A2|1290"
"TGIF1|7050"
"LOC25845|25845"
"ACYP2|98"
"PEG10|23089"
"DNAJB1|3337"
"PCYT1A|5130"
"PARP10|84875"
"SAMM50|25813"
"GOLGA8B|440270"
"SGOL1|151648"
"CXorf26|51260"
"MGC2752|65996"
"GABRA3|2556"
"NT5DC1|221294"
"KIAA1211|57482"
"TAF11|6882"
"RNF14|9604"
"SNAP25|6616"
"MOSPD1|56180"
"ASB16|92591"
"ILKAP|80895"
"CLIC4|25932"
"MEIS2|4212"
"ZNF10|7556"
"NUP50|10762"
"PTPRG|5793"
"BMP7|655"
"APOBEC3G|60489"
"UHRF2|115426"
"GPR89A|653519"
"SUFU|51684"
"BTF3L4|91408"
"CMIP|80790"
"ZNF805|390980"
"ANXA11|311"
"KIAA0907|22889"
"CLNS1A|1207"
"ZNF880|400713"
"C2orf63|130162"
"TM6SF1|53346"
"RNF169|254225"
"LOC100270746|100270746"
"ADA|100"
"CLPX|10845"
"SCN1B|6324"
"PCDHB10|56126"
"GOLT1B|51026"
"THAP11|57215"
"MLX|6945"
"CCBE1|147372"
"MRPL44|65080"
"MMP3|4314"
"?|155060"
"MYOM3|127294"
"NCAPG|64151"
"CCDC153|283152"
"CDCA4|55038"
"MRPL2|51069"
"IRF5|3663"
"EXOC3L|283849"
"SLC22A20|440044"
"INCENP|3619"
"CLYBL|171425"
"FABP3|2170"
"CEP97|79598"
"CUL1|8454"
"FAM127C|441518"
"FCER1G|2207"
"SOX21|11166"
"RAB10|10890"
"SIGLEC1|6614"
"GPRASP2|114928"
"CYHR1|50626"
"PAPPA|5069"
"INVS|27130"
"GPBAR1|151306"
"RDBP|7936"
"IQGAP1|8826"
"COPZ1|22818"
"LRRC37A4|55073"
"SLC31A1|1317"
"MSRB3|253827"
"C2CD4D|100191040"
"GTF2F2|2963"
"CNTD2|79935"
"GLUL|2752"
"COL23A1|91522"
"VAV1|7409"
"SPAG17|200162"
"CNTD1|124817"
"NOX5|79400"
"LOC400931|400931"
"BZW1|9689"
"TMEM115|11070"
"MAML1|9794"
"KDM3A|55818"
"CCL19|6363"
"ADAMTSL5|339366"
"MPP5|64398"
"C7orf25|79020"
"TDRD5|163589"
"C6orf211|79624"
"GPRC5D|55507"
"WDR26|80232"
"CHST2|9435"
"LOC646214|646214"
"KIAA0562|9731"
"ICA1L|130026"
"EVI5L|115704"
"ULBP1|80329"
"LASS1|10715"
"KIAA0754|643314"
"IRF2BP2|359948"
"LOC285033|285033"
"CNOT7|29883"
"ACOT9|23597"
"SYT2|127833"
"MYEOV|26579"
"TMEM90B|79953"
"ITPR1|3708"
"LMOD1|25802"
"ACSL1|2180"
"ZNF317|57693"
"SESN2|83667"
"R3HCC1|203069"
"ACE|1636"
"MAGEA12|4111"
"GPR98|84059"
"EPS8L1|54869"
"CD300LB|124599"
"ZCCHC6|79670"
"KIAA0556|23247"
"SRCIN1|80725"
"MARVELD3|91862"
"RDH12|145226"
"SSR3|6747"
"NIPSNAP3B|55335"
"ATF7|11016"
"EMX2OS|196047"
"FBXO11|80204"
"SRPX|8406"
"PSCA|8000"
"MTERFD3|80298"
"GNA14|9630"
"TMSL3|7117"
"SNORA8|654320"
"RNF121|55298"
"HES6|55502"
"ZNF600|162966"
"PGAM4|441531"
"PHLDB1|23187"
"PLEKHH3|79990"
"ADPRH|141"
"THAP1|55145"
"MPPE1|65258"
"LOC100131551|100131551"
"IGF1|3479"
"C3orf26|84319"
"CHKB|1120"
"GTF2IP1|2970"
"CAMK2D|817"
"WRNIP1|56897"
"FBXO18|84893"
"TP63|8626"
"IGSF11|152404"
"PA2G4P4|647033"
"UFSP2|55325"
"SNHG8|100093630"
"SEC61G|23480"
"ITGAV|3685"
"B4GALT2|8704"
"FAM83E|54854"
"ZFYVE27|118813"
"ZNF570|148268"
"PSMB5|5693"
"UBAC2|337867"
"MMACHC|25974"
"CKMT1B|1159"
"C10orf81|79949"
"PLEKHA4|57664"
"HAS1|3036"
"MNDA|4332"
"ITM2B|9445"
"TMEM81|388730"
"RPH3AL|9501"
"CCDC80|151887"
"CEBPA|1050"
"AKAP2|11217"
"CALCOCO1|57658"
"CDC42|998"
"BLMH|642"
"IPO5|3843"
"MKRN2|23609"
"SULT1A3|6818"
"PEG3|5178"
"NBPF3|84224"
"TARS2|80222"
"POP1|10940"
"C17orf85|55421"
"DEK|7913"
"RCL1|10171"
"DBNDD1|79007"
"IL2RA|3559"
"MCM9|254394"
"C1QC|714"
"ECM1|1893"
"LCP2|3937"
"JTB|10899"
"TSTD1|100131187"
"UFM1|51569"
"CTSF|8722"
"ELF2|1998"
"TCIRG1|10312"
"ODZ4|26011"
"ABCE1|6059"
"TRPM2|7226"
"C1orf133|574036"
"ZNF775|285971"
"RSAD1|55316"
"EEF1D|1936"
"ZNF25|219749"
"ARAF|369"
"KEL|3792"
"TBC1D3B|414059"
"LOC401431|401431"
"LPAR1|1902"
"ZBTB47|92999"
"RNF19A|25897"
"GOLGA3|2802"
"SF3A3|10946"
"SLC39A11|201266"
"LOC400657|400657"
"UBE2R2|54926"
"ARMC1|55156"
"C19orf46|163183"
"ELMO1|9844"
"FAM182B|728882"
"LIN9|286826"
"ZNF821|55565"
"KIAA1683|80726"
"SUPT7L|9913"
"UEVLD|55293"
"TBRG1|84897"
"FAT2|2196"
"ZNF217|7764"
"CTNNBL1|56259"
"CDC20|991"
"BRSK1|84446"
"SUPT16H|11198"
"RNF138|51444"
"C21orf57|54059"
"ZMYM4|9202"
"C17orf62|79415"
"RGS6|9628"
"THUMPD1|55623"
"KIAA0664P3|100132341"
"SULT1A2|6799"
"MTAP|4507"
"TNFRSF18|8784"
"MLLT11|10962"
"RBM6|10180"
"PCDH19|57526"
"CC2D1A|54862"
"CDO1|1036"
"TIMM10|26519"
"UBL5|59286"
"TSPAN8|7103"
"ATXN7L3B|552889"
"ABCB10|23456"
"LOC653653|653653"
"C2orf49|79074"
"C17orf65|339201"
"MUC21|394263"
"CDC40|51362"
"SNX21|90203"
"GOLGA5|9950"
"TCP1|6950"
"RBM23|55147"
"SLC36A4|120103"
"RASIP1|54922"
"RAB6B|51560"
"CSRP2|1466"
"C20orf114|92747"
"FAM131C|348487"
"STYK1|55359"
"WNK4|65266"
"MAP7D1|55700"
"MRPL39|54148"
"FBXO43|286151"
"LOC387647|387647"
"ADRM1|11047"
"TSSC1|7260"
"TNNT2|7139"
"MMP2|4313"
"GBP2|2634"
"CHGB|1114"
"KLRC2|3822"
"DDX60|55601"
"BFSP1|631"
"MGAT2|4247"
"CBWD2|150472"
"TREM2|54209"
"TEAD4|7004"
"FAM84A|151354"
"H1F0|3005"
"TTC9|23508"
"ALKBH8|91801"
"TOMM22|56993"
"TRPM6|140803"
"CCDC142|84865"
"PGBD5|79605"
"KIAA0427|9811"
"GGTLC2|91227"
"ZNF57|126295"
"NCRNA00176|284739"
"RBM8A|9939"
"UBE2M|9040"
"GJA4|2701"
"CCDC111|201973"
"TXNDC16|57544"
"MIR155HG|114614"
"LSM11|134353"
"IRAK2|3656"
"EDA2R|60401"
"CD70|970"
"C1orf86|199990"
"JHDM1D|80853"
"ADCK5|203054"
"FAM115C|285966"
"EID2B|126272"
"LOC154761|154761"
"PLAC9|219348"
"PRKG1|5592"
"RER1|11079"
"VSIG2|23584"
"CSF3R|1441"
"VPS13D|55187"
"C8orf80|389643"
"SMC4|10051"
"HLA-DRB6|3128"
"DFFB|1677"
"LILRB5|10990"
"RFT1|91869"
"LOC283922|283922"
"CAPS|828"
"CASKIN2|57513"
"PDLIM2|64236"
"C12orf73|728568"
"CLPTM1|1209"
"TTC18|118491"
"GULP1|51454"
"PSMD14|10213"
"MED28|80306"
"RNF130|55819"
"MRPS33|51650"
"STARD10|10809"
"C2orf42|54980"
"CCDC74A|90557"
"CACNA1B|774"
"C2orf55|343990"
"ATF3|467"
"ZNF329|79673"
"USP30|84749"
"BMPER|168667"
"SSH2|85464"
"LOC100129034|100129034"
"AGBL5|60509"
"FBXO48|554251"
"ACPL2|92370"
"CXCR6|10663"
"ZDHHC8|29801"
"PODNL1|79883"
"CIITA|4261"
"CSAG3|389903"
"UBL4A|8266"
"ALDH3B1|221"
"TBX19|9095"
"BAG5|9529"
"SMOX|54498"
"PART1|25859"
"APC|324"
"SERPINB13|5275"
"IKBKG|8517"
"BLOC1S3|388552"
"NAV1|89796"
"MOSPD2|158747"
"GPR87|53836"
"LEPROTL1|23484"
"CES2|8824"
"SLC9A3R2|9351"
"TMX2|51075"
"PATL1|219988"
"MT1E|4493"
"MDN1|23195"
"C4orf10|317648"
"MSL3L2|151507"
"SPATA20|64847"
"MDH2|4191"
"CD164|8763"
"TRIM13|10206"
"SNRNP35|11066"
"TMEM121|80757"
"AFG3L2|10939"
"ARFRP1|10139"
"RAG1|5896"
"NCRNA00201|284702"
"MAGEE1|57692"
"FLJ35776|649446"
"SLAMF7|57823"
"CXADR|1525"
"TNFSF9|8744"
"KRAS|3845"
"RTN3|10313"
"WDR37|22884"
"SNX7|51375"
"LEMD3|23592"
"HMGA1|3159"
"TMEM39B|55116"
"LY6G5B|58496"
"MOBKL2C|148932"
"C5orf51|285636"
"MSL2|55167"
"PSD|5662"
"ENO2|2026"
"CPD|1362"
"CYP2R1|120227"
"FUT8|2530"
"PTCH2|8643"
"ZNF585A|199704"
"RPS27L|51065"
"SRRM1|10250"
"GCNT1|2650"
"IDUA|3425"
"GAL|51083"
"TTC37|9652"
"CAB39|51719"
"LOC646851|646851"
"NCBP1|4686"
"FKBP11|51303"
"SLC10A7|84068"
"CCDC124|115098"
"KLHL21|9903"
"TRPC4AP|26133"
"KDM2A|22992"
"?|10431"
"CCL11|6356"
"PLAC1|10761"
"CCDC103|388389"
"YPEL4|219539"
"TMEM219|124446"
"LEO1|123169"
"DCP1B|196513"
"LOC650623|650623"
"C1orf124|83932"
"GSK3A|2931"
"ACE2|59272"
"GTF3A|2971"
"SLC4A7|9497"
"SDCCAG1|9147"
"ANP32B|10541"
"FAM111A|63901"
"PRDM2|7799"
"RPL41|6171"
"PRKD3|23683"
"KLF13|51621"
"SHMT1|6470"
"MTHFR|4524"
"SLK|9748"
"PER1|5187"
"GTDC1|79712"
"F8A1|8263"
"CEP76|79959"
"CYB5A|1528"
"TUSC3|7991"
"UHRF1|29128"
"SAE1|10055"
"NALCN|259232"
"CCDC154|645811"
"ST5|6764"
"CENPV|201161"
"TWF1|5756"
"PPHLN1|51535"
"C4A|720"
"GCC2|9648"
"KLHL28|54813"
"ELAVL1|1994"
"NSMAF|8439"
"AKT1|207"
"VPS39|23339"
"DGAT2|84649"
"RFXAP|5994"
"ZNF500|26048"
"PPP2R2D|55844"
"PGR|5241"
"ELL|8178"
"LZTS2|84445"
"ZNF7|7553"
"SFRS2IP|9169"
"EML4|27436"
"BAG2|9532"
"USP21|27005"
"MBTD1|54799"
"TMEM208|29100"
"PLEC|5339"
"THG1L|54974"
"CMAH|8418"
"MTA3|57504"
"WHAMML1|339005"
"SLC2A4RG|56731"
"GPCPD1|56261"
"COL11A1|1301"
"SSC5D|284297"
"POLR2L|5441"
"EDC4|23644"
"ZNF92|168374"
"RAB7A|7879"
"KIN|22944"
"CHPF|79586"
"ZNF626|199777"
"ENTPD4|9583"
"GRHL2|79977"
"MAPK1IP1L|93487"
"CD82|3732"
"ANGPT1|284"
"ZNF746|155061"
"C1orf35|79169"
"RAB5B|5869"
"PPIL6|285755"
"CLEC7A|64581"
"IMMT|10989"
"CALML4|91860"
"GJC2|57165"
"MUC12|10071"
"ERO1LB|56605"
"TRHDE|29953"
"MRPS28|28957"
"ZNF879|345462"
"PRELID1|27166"
"C5orf13|9315"
"DZIP1|22873"
"NFATC1|4772"
"HIRA|7290"
"ZADH2|284273"
"KIAA1009|22832"
"SNX19|399979"
"LTA4H|4048"
"SV2A|9900"
"UBE2D4|51619"
"COL16A1|1307"
"ZNF182|7569"
"GGCT|79017"
"CKLF|51192"
"SYBU|55638"
"SLC38A10|124565"
"MAP1D|254042"
"RB1CC1|9821"
"CCNE2|9134"
"YOD1|55432"
"OPA1|4976"
"MTOR|2475"
"ZNF8|7554"
"RBPMS2|348093"
"PREX2|80243"
"MAP3K5|4217"
"TMEM8A|58986"
"HDDC3|374659"
"ZNF639|51193"
"SORL1|6653"
"PLEKHO2|80301"
"NIPAL3|57185"
"MTMR11|10903"
"FAM36A|116228"
"IL4R|3566"
"TPR|7175"
"FAF2|23197"
"POU5F1|5460"
"SCGB3A1|92304"
"TPPP3|51673"
"LRRK2|120892"
"UBE2S|27338"
"TNFRSF14|8764"
"PRR12|57479"
"UBL3|5412"
"ALG6|29929"
"CLEC16A|23274"
"NHP2|55651"
"LAP3|51056"
"FOXP1|27086"
"C3orf15|89876"
"LOC100129387|100129387"
"FMO5|2330"
"PEX11B|8799"
"DNM1L|10059"
"CSTF2|1478"
"ADAMTS16|170690"
"PEAR1|375033"
"IMP3|55272"
"NUP153|9972"
"CX3CL1|6376"
"MBD5|55777"
"GABARAPL1|23710"
"TBC1D5|9779"
"SPRR1A|6698"
"CASC2|255082"
"MRPL51|51258"
"FGD1|2245"
"DLEC1|9940"
"YAP1|10413"
"CLSTN1|22883"
"SPRR2G|6706"
"TXLNB|167838"
"ZNF813|126017"
"TSLP|85480"
"SF4|57794"
"CDKN2C|1031"
"SILV|6490"
"MKNK1|8569"
"SHQ1|55164"
"GPSM1|26086"
"HAL|3034"
"C1orf83|127428"
"IER5|51278"
"FLJ45340|402483"
"ETV7|51513"
"CACHD1|57685"
"ZFHX3|463"
"PTPRU|10076"
"LYPLA1|10434"
"ZNF423|23090"
"TSR1|55720"
"ZMIZ2|83637"
"BEND3|57673"
"AFMID|125061"
"TRMT2A|27037"
"ANO1|55107"
"IQCB1|9657"
"AKAP8L|26993"
"RNMT|8731"
"PPME1|51400"
"ALG2|85365"
"FAM117B|150864"
"PRKACB|5567"
"LONRF3|79836"
"NEURL|9148"
"STARD7|56910"
"RNF125|54941"
"HBP1|26959"
"FAM82B|51115"
"C3orf64|285203"
"SPHK2|56848"
"ZNF747|65988"
"CEP250|11190"
"ZNF44|51710"
"EDA|1896"
"LONRF2|164832"
"RP2|6102"
"TSPAN14|81619"
"HIST1H2AE|3012"
"DNAJA2|10294"
"KBTBD4|55709"
"BCL6B|255877"
"CCL2|6347"
"XKR6|286046"
"CSRNP1|64651"
"CHRFAM7A|89832"
"SNF8|11267"
"CAMK2B|816"
"HIATL2|84278"
"EIF2AK4|440275"
"TFE3|7030"
"RAB1A|5861"
"CCNC|892"
"FAM103A1|83640"
"SESTD1|91404"
"SDF2|6388"
"SGOL2|151246"
"SERF1A|8293"
"BBS5|129880"
"WASH2P|375260"
"VAMP2|6844"
"IKZF2|22807"
"CD19|930"
"AVIL|10677"
"C11orf24|53838"
"ITPR3|3710"
"ATP11A|23250"
"C1orf204|284677"
"DDX43|55510"
"SIRT2|22933"
"DGKZ|8525"
"CCT5|22948"
"RGS1|5996"
"ODZ3|55714"
"MKNK2|2872"
"ATG10|83734"
"CACNA1A|773"
"AK1|203"
"DND1|373863"
"NONO|4841"
"EIF4H|7458"
"TMEM130|222865"
"STRA13|201254"
"PHYHIP|9796"
"HRASLS2|54979"
"ERGIC1|57222"
"DUSP12|11266"
"ARRDC4|91947"
"ACCS|84680"
"PRPF38A|84950"
"SESN1|27244"
"IL8|3576"
"ARID4A|5926"
"RAE1|8480"
"MAPK3|5595"
"SRC|6714"
"NCRNA00095|283932"
"CLDN10|9071"
"DCUN1D4|23142"
"LYPLA2|11313"
"CHRNB4|1143"
"ZNF160|90338"
"PUM2|23369"
"RAB3IP|117177"
"NAMPT|10135"
"CLASP1|23332"
"RALB|5899"
"CAV1|857"
"SSBP4|170463"
"CD79B|974"
"GPR137|56834"
"VAT1L|57687"
"FAHD1|81889"
"SCML2|10389"
"CUL7|9820"
"DENND1A|57706"
"APBB1|322"
"CEP110|11064"
"BICD2|23299"
"FAM101A|144347"
"NUF2|83540"
"USP7|7874"
"HLA-DRB1|3123"
"C9orf40|55071"
"CBL|867"
"LOC100302650|100302650"
"NOXO1|124056"
"ACTA2|59"
"C14orf179|112752"
"GMEB2|26205"
"ZMYND10|51364"
"IQSEC2|23096"
"PPP2R5A|5525"
"FAM198B|51313"
"BRSK2|9024"
"BCS1L|617"
"RAPH1|65059"
"HTR1D|3352"
"CRISP3|10321"
"FNTB|2342"
"STRN|6801"
"SLC38A2|54407"
"MYBL1|4603"
"CXorf40B|541578"
"C3orf37|56941"
"AP1B1|162"
"AMZ2|51321"
"DMXL1|1657"
"STOML2|30968"
"NME4|4833"
"PARP6|56965"
"NBR1|4077"
"KLK6|5653"
"MAPRE1|22919"
"CBX4|8535"
"SETMAR|6419"
"OVCA2|124641"
"WDR18|57418"
"ABO|28"
"C14orf138|79609"
"KCNE3|10008"
"EPHA4|2043"
"SLAMF9|89886"
"NOV|4856"
"NCKAP5L|57701"
"MRPL17|63875"
"CSNK2A1P|283106"
"CNNM3|26505"
"?|653553"
"APRT|353"
"SOX11|6664"
"CCL8|6355"
"AACS|65985"
"DPYSL4|10570"
"SNX1|6642"
"PXN|5829"
"LYSMD4|145748"
"PRRT2|112476"
"PCDHGA4|56111"
"CRAT|1384"
"HNRNPL|3191"
"PDE8A|5151"
"ZRANB1|54764"
"SMARCA1|6594"
"PPP3CA|5530"
"REST|5978"
"PIN4|5303"
"KIAA0895L|653319"
"C19orf23|148046"
"SCNM1|79005"
"AGAP8|728404"
"MDM4|4194"
"FKBP2|2286"
"GOLGA4|2803"
"CLEC4A|50856"
"CHIT1|1118"
"MCM7|4176"
"SBK1|388228"
"C1orf58|148362"
"ZBTB3|79842"
"SORT1|6272"
"LOC645332|645332"
"AURKAIP1|54998"
"PHF1|5252"
"AKR1C2|1646"
"STAP2|55620"
"RP9|6100"
"TLL2|7093"
"FAM35A|54537"
"FLNA|2316"
"KIAA1826|84437"
"CARD11|84433"
"PTCH1|5727"
"NGFR|4804"
"C15orf58|390637"
"OTUD7B|56957"
"EMX2|2018"
"HPGDS|27306"
"GOLGA7|51125"
"PTP4A2|8073"
"GPX1|2876"
"SKAP1|8631"
"USH1G|124590"
"TRIM38|10475"
"NCK2|8440"
"RHOG|391"
"MGLL|11343"
"TCP11L1|55346"
"KRT13|3860"
"IPO7|10527"
"ICOSLG|23308"
"PLCL1|5334"
"MGC29506|51237"
"CYP27B1|1594"
"C21orf67|84536"
"NUCKS1|64710"
"IFNG|3458"
"NCOR1|9611"
"NR1D1|9572"
"ZNF713|349075"
"UBE2L6|9246"
"PPP1R11|6992"
"SFRS2|6427"
"RPL10|6134"
"TRANK1|9881"
"MED31|51003"
"FOXL2|668"
"WASH7P|653635"
"SYVN1|84447"
"NUDT6|11162"
"XYLT2|64132"
"CEP120|153241"
"TNFSF13|8741"
"NPRL3|8131"
"PDGFRA|5156"
"BSPRY|54836"
"CDH1|999"
"RAB11FIP2|22841"
"CCDC14|64770"
"ANXA1|301"
"CNTLN|54875"
"FHOD1|29109"
"VPS45|11311"
"EPB41L3|23136"
"TMEM128|85013"
"MLXIPL|51085"
"UGGT1|56886"
"MYOM2|9172"
"MRTO4|51154"
"LOC100270804|100270804"
"RNPEPL1|57140"
"C7orf68|29923"
"KLC4|89953"
"POP4|10775"
"ZDHHC6|64429"
"KIAA0467|23334"
"CCDC30|728621"
"MDFI|4188"
"TMEM127|55654"
"PPFIA4|8497"
"COL12A1|1303"
"TNFRSF1B|7133"
"SNRNP70|6625"
"YARS|8565"
"CLN6|54982"
"C17orf71|55181"
"TMEM67|91147"
"FAM78B|149297"
"FAT1|2195"
"PSMB9|5698"
"CYP2J2|1573"
"IRF2|3660"
"TNFRSF10B|8795"
"DRG1|4733"
"LIN52|91750"
"BCL2A1|597"
"RND1|27289"
"ANAPC10|10393"
"NOL10|79954"
"ASB1|51665"
"FNDC1|84624"
"LIG3|3980"
"THTPA|79178"
"S100A3|6274"
"UGT1A10|54575"
"HIST4H4|121504"
"AHCTF1|25909"
"GVIN1|387751"
"LARGE|9215"
"C21orf119|84996"
"HEY1|23462"
"PLA2G12A|81579"
"ZFP91|80829"
"LOC388955|388955"
"FTSJ1|24140"
"MYST2|11143"
"RRN3P3|100131998"
"LOC255167|255167"
"AG2|387763"
"BMPR1B|658"
"WDTC1|23038"
"RPS2|6187"
